time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed,label
46:51.0,-0.572666667,-0.115333333,-0.254,-0.3726527,0.885867383,11.51627598,97583.95182,-2357000.0,63666.66667,-808000.0,41.18666667,13.05999947,-362.3159485,15.01691246,217.0,1.52203393,31.24520493,97.24329376,0,0
46:51.1,-0.585333333,-0.104666667,-0.251,-0.4118793,0.840103017,11.30379857,97581.50228,-2012000.0,63333.33333,-1049000.0,41.18333333,13.05999947,-362.3159485,15.01691246,217.0,1.52203393,31.24520493,97.24329376,0,0
46:51.1,-0.598,-0.094,-0.248,-0.4511059,0.79433865,11.09132115,97579.05273,-1667000.0,63000.0,-1290000.0,41.18,13.05999947,-362.3159485,15.01691246,217.0,1.52203393,31.24520493,97.24329376,0,0
46:51.2,-0.5845,-0.0895,-0.2375,-0.495235825,0.75511205,10.9442214,97578.60413,-1311500.0,68000.0,-1215500.0,41.18,12.89999962,-362.3159485,14.60503292,216.0,1.52203393,31.24520493,97.24329376,0,0
46:51.2,-0.571,-0.085,-0.227,-0.53936575,0.71588545,10.79712165,97578.15552,-956000.0,73000.0,-1141000.0,41.18,12.73999977,-364.8729248,14.15975666,215.0,1.52203393,31.24520493,97.24329376,0,0
46:51.2,-0.578333333,-0.072,-0.225,-0.5687857,0.6472389,10.61406418,97577.33968,-1019333.333,82000.0,-1129666.667,41.17666667,12.73999977,-364.8729248,14.15975666,215.0,1.52203393,31.24520493,97.24329376,0,0
46:51.3,-0.585666667,-0.059,-0.223,-0.59820565,0.57859235,10.43100672,97576.52385,-1082666.667,91000.0,-1118333.333,41.17333333,12.65999985,-364.8729248,13.91485548,214.5,1.294143498,26.86489201,99.23798753,0,0
46:51.3,-0.593,-0.046,-0.221,-0.6276256,0.5099458,10.24794925,97575.70801,-1146000.0,100000.0,-1107000.0,41.17,12.57999992,-364.8729248,13.6699543,214.0,1.066253066,22.48457909,101.2326813,0,0
46:51.4,-0.6015,-0.04,-0.2105,-0.65704555,0.44129925,10.1400761,97575.06409,-849000.0,106000.0,-1096000.0,41.17,12.57999992,-364.8729248,13.6699543,214.0,1.066253066,22.48457909,101.2326813,0,0
46:51.4,-0.61,-0.034,-0.2,-0.6864655,0.3726527,10.03220295,97574.42017,-552000.0,112000.0,-1085000.0,41.17,12.42999935,-350.5479736,13.15788746,212.0,1.066253066,22.48457909,101.2326813,0,0
46:51.4,-0.601666667,-0.033333333,-0.192333333,-0.71588545,0.408610417,10.0223963,97573.48023,-666666.6667,120666.6667,-1078666.667,41.17,12.42999935,-350.5479736,13.15788746,212.0,1.066253066,22.48457909,101.2326813,0,0
46:51.5,-0.593333333,-0.032666667,-0.184666667,-0.7453054,0.444568133,10.01258965,97572.54028,-781333.3333,129333.3333,-1072333.333,41.17,12.42999935,-350.5479736,13.15788746,212.0,1.066253066,22.48457909,101.2326813,0,0
46:51.5,-0.585,-0.032,-0.177,-0.77472535,0.48052585,10.002783,97571.60034,-896000.0,138000.0,-1066000.0,41.17,12.2699995,-350.5479736,12.62355709,211.0,1.066253066,22.48457909,101.2326813,0,0
46:51.6,-0.562,-0.016,-0.159,-0.750208725,0.456009225,9.576193725,97569.07959,-693500.0,146500.0,-1030500.0,41.165,12.2699995,-350.5479736,12.62355709,211.0,1.066253066,22.48457909,101.2326813,0,0
46:51.6,-0.539,-1.73e-17,-0.141,-0.7256921,0.4314926,9.14960445,97566.55884,-491000.0,155000.0,-995000.0,41.16,12.19999981,-341.3132629,12.34526015,210.5,1.066253066,22.48457909,101.2326813,0,0
46:51.6,-0.541666667,0.008333333,-0.137333333,-0.748574283,0.40207265,8.986160283,97566.42456,-594333.3333,163333.3333,-991666.6667,41.16,12.13000011,-332.0785522,12.0669632,210.0,1.066253066,22.48457909,101.2326813,0,0
46:51.7,-0.544333333,0.016666667,-0.133666667,-0.771456467,0.3726527,8.822716117,97566.29029,-697666.6667,171666.6667,-988333.3333,41.16,12.13000011,-332.0785522,12.0669632,210.0,0.425827622,11.13519859,104.8452606,0,0
46:51.7,-0.547,0.025,-0.13,-0.79433865,0.34323275,8.65927195,97566.15601,-801000.0,180000.0,-985000.0,41.16,12.05499983,-332.0785522,11.78310013,209.0,0.425827622,11.13519859,104.8452606,0,0
46:51.8,-0.517,0.025333333,-0.120333333,-0.846640783,0.339963867,8.616776467,97564.95972,-799333.3333,187000.0,-976333.3333,41.16,11.97999954,-332.0785522,11.49923706,208.0,0.425827622,11.13519859,104.8452606,0,0
46:51.8,-0.487,0.025666667,-0.110666667,-0.898942917,0.336694983,8.574280983,97563.76343,-797666.6667,194000.0,-967666.6667,41.16,11.9199996,-322.9414063,11.215374,207.5,0.425827622,11.13519859,104.8452606,0,0
46:51.8,-0.457,0.026,-0.101,-0.95124505,0.3334261,8.5317855,97562.56714,-796000.0,201000.0,-959000.0,41.16,11.85999966,-313.8042603,10.93151093,207.0,0.425827622,11.13519859,104.8452606,0,0
46:51.9,-0.459,0.0255,-0.094,-0.907115125,0.24516625,8.487655575,97565.16419,-778500.0,210000.0,-949500.0,41.155,11.85999966,-313.8042603,10.93151093,207.0,0.425827622,11.13519859,104.8452606,0,0
46:51.9,-0.461,0.025,-0.087,-0.8629852,0.1569064,8.44352565,97567.76123,-761000.0,219000.0,-940000.0,41.15,11.85999966,-313.8042603,10.93151093,207.0,0.425827622,11.13519859,104.8452606,0,0
46:52.0,-0.449,0.026333333,-0.072666667,-0.849909667,0.18632635,8.564474333,97566.54256,-754666.6667,224666.6667,-928000.0,41.15,11.73999977,-313.8042603,10.35265255,206.0,0.425827622,11.13519859,104.8452606,0,0
46:52.0,-0.437,0.027666667,-0.058333333,-0.836834133,0.2157463,8.685423017,97565.32389,-748333.3333,230333.3333,-916000.0,41.15,11.73999977,-313.8042603,10.35265255,206.0,0.425827622,11.13519859,104.8452606,0,0
46:52.0,-0.425,0.029,-0.044,-0.8237586,0.24516625,8.8063717,97564.10522,-742000.0,236000.0,-904000.0,41.15,11.70999972,-305.5730286,10.16712125,205.3333333,0.425827622,11.13519859,104.8452606,0,0
46:52.1,-0.405,0.034,-0.0375,-0.9022118,0.34323275,8.8848249,97561.59058,-743500.0,244000.0,-904000.0,41.145,11.67999967,-297.3417969,9.981589953,204.6666667,0.425827622,11.13519859,104.8452606,0,0
46:52.1,-0.385,0.039,-0.031,-0.980665,0.44129925,8.9632781,97559.07593,-745000.0,252000.0,-904000.0,41.14,11.64999962,-289.1105652,9.796058655,204.0,0.425827622,11.13519859,104.8452606,0,0
46:52.2,-0.361666667,0.041,-0.020666667,-0.974127233,0.434761483,9.022118,97559.89787,-738666.6667,257666.6667,-899333.3333,41.14,11.55999947,-289.1105652,9.22833252,203.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.2,-0.338333333,0.043,-0.010333333,-0.967589467,0.428223717,9.0809579,97560.71981,-732333.3333,263333.3333,-894666.6667,41.14,11.5,-267.6008301,8.660606384,202.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.2,-0.315,0.045,-5.51e-18,-0.9610517,0.42168595,9.1397978,97561.54175,-726000.0,269000.0,-890000.0,41.14,11.5,-267.6008301,8.660606384,202.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.3,-0.310333333,0.047,0.008333333,-0.954513933,0.398803767,9.038462417,97560.87036,-728333.3333,273333.3333,-885333.3333,41.13666667,11.46499968,-267.6008301,8.38230896,201.5,-0.571057677,0.037926171,106.8895187,0,0
46:52.3,-0.305666667,0.049,0.016666667,-0.947976167,0.375921583,8.937127033,97560.19898,-730666.6667,277666.6667,-880666.6667,41.13333333,11.42999935,-267.6008301,8.104011536,201.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.4,-0.301,0.051,0.025,-0.9414384,0.3530394,8.83579165,97559.52759,-733000.0,282000.0,-876000.0,41.13,11.42999935,-267.6008301,8.104011536,201.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.4,-0.289,0.058,0.041,-0.8433719,0.34323275,8.6494653,97554.07715,-724000.0,295000.0,-881000.0,41.13,11.42999935,-267.6008301,8.104011536,201.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.4,-0.287,0.057666667,0.047,-0.836834133,0.2745862,8.672347483,97554.86654,-712333.3333,298000.0,-867000.0,41.13,11.40999937,-256.7805329,7.83128047,200.5,-0.571057677,0.037926171,106.8895187,0,0
46:52.5,-0.285,0.057333333,0.053,-0.830296367,0.20593965,8.695229667,97555.65592,-700666.6667,301000.0,-853000.0,41.13,11.38999939,-245.9602356,7.558549404,200.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.5,-0.283,0.057,0.059,-0.8237586,0.1372931,8.71811185,97556.44531,-689000.0,304000.0,-839000.0,41.13,11.34999943,-245.9602356,7.0353508,198.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.6,-0.2535,0.0555,0.06,-0.779628675,0.181423025,8.69849855,97557.83386,-689500.0,308500.0,-846500.0,41.13,11.34999943,-245.9602356,7.0353508,198.0,-0.571057677,0.037926171,106.8895187,0,0
46:52.6,-0.224,0.054,0.061,-0.73549875,0.22555295,8.67888525,97559.22241,-690000.0,313000.0,-854000.0,41.13,11.34999943,-245.9602356,7.0353508,198.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.6,-0.2165,0.0525,0.0595,-0.760015375,0.142196425,8.9044382,97559.96704,-692500.0,319500.0,-845500.0,41.125,11.32999992,-220.6643982,6.523284435,197.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.7,-0.209,0.051,0.058,-0.784532,0.0588399,9.12999115,97560.71167,-695000.0,326000.0,-837000.0,41.12,11.32999992,-220.6643982,6.523284435,197.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.7,-0.19,0.0538,0.0646,-0.81002929,0.11571847,8.98681406,97560.07568,-694800.0,328000.0,-836600.0,41.12,11.3199997,-220.6643982,6.272816897,196.5,-2.170392036,-7.893465042,106.1839371,0,0
46:52.8,-0.171,0.0566,0.0712,-0.83552658,0.17259704,8.84363697,97559.4397,-694600.0,330000.0,-836200.0,41.12,11.30999947,-220.6643982,6.022349358,196.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.8,-0.152,0.0594,0.0778,-0.86102387,0.22947561,8.70045988,97558.80371,-694400.0,332000.0,-835800.0,41.12,11.30999947,-200.5565643,5.543678284,195.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.8,-0.133,0.0622,0.0844,-0.88652116,0.28635418,8.55728279,97558.16773,-694200.0,334000.0,-835400.0,41.12,11.30999947,-200.5565643,5.543678284,195.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.9,-0.114,0.065,0.091,-0.91201845,0.34323275,8.4141057,97557.53174,-694000.0,336000.0,-835000.0,41.12,11.30999947,-200.5565643,5.543678284,195.0,-2.170392036,-7.893465042,106.1839371,0,0
46:52.9,-0.122,0.065,0.099,-0.91201845,0.1765197,8.60043205,97558.17871,-694000.0,341000.0,-826000.0,41.12,11.30999947,-200.5565643,5.07613945,194.0,-2.170392036,-7.893465042,106.1839371,0,0
46:53.0,-0.112,0.0655,0.096,-0.877695175,0.20593965,8.54159215,97556.10352,-684500.0,342000.0,-829000.0,41.115,11.30999947,-200.5565643,5.07613945,194.0,-2.170392036,-7.893465042,106.1839371,0,0
46:53.0,-0.102,0.066,0.093,-0.8433719,0.2353596,8.48275225,97554.02832,-675000.0,343000.0,-832000.0,41.11,11.30999947,-200.5565643,5.07613945,194.0,-2.170392036,-7.893465042,106.1839371,0,0
46:53.0,-0.107333333,0.062333333,0.092,-0.781263117,0.219015183,8.544861033,97555.22664,-677000.0,344333.3333,-832666.6667,41.11,11.34999943,-179.4979095,4.619731903,193.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.1,-0.112666667,0.058666667,0.091,-0.719154333,0.202670767,8.606969817,97556.42497,-679000.0,345666.6667,-833333.3333,41.11,11.34999943,-179.4979095,4.619731903,193.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.1,-0.118,0.055,0.09,-0.65704555,0.18632635,8.6690786,97557.62329,-681000.0,347000.0,-834000.0,41.11,11.37499953,-179.4979095,4.408226252,192.5,-4.100792408,-11.31760883,104.3131485,0,0
46:53.2,-0.116,0.057,0.0875,-0.6864655,0.20593965,8.556302125,97559.25598,-675500.0,349500.0,-829500.0,41.105,11.39999962,-179.4979095,4.1967206,192.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.2,-0.114,0.059,0.085,-0.71588545,0.22555295,8.44352565,97560.88867,-670000.0,352000.0,-825000.0,41.1,11.39999962,-179.4979095,4.1967206,192.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.2,-0.1105,0.05325,0.08675,-0.7060788,0.196133,8.539140488,97559.93195,-669750.0,352500.0,-828000.0,41.1,11.46999931,-164.7657471,3.77370882,191.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.3,-0.107,0.0475,0.0885,-0.69627215,0.16671305,8.634755325,97558.97522,-669500.0,353000.0,-831000.0,41.1,11.49333286,-164.7657471,3.643836816,190.6666667,-4.100792408,-11.31760883,104.3131485,0,0
46:53.3,-0.1035,0.04175,0.09025,-0.6864655,0.1372931,8.730370163,97558.0185,-669250.0,353500.0,-834000.0,41.1,11.51666641,-164.7657471,3.513964812,190.3333333,-4.100792408,-11.31760883,104.3131485,0,0
46:53.4,-0.1,0.036,0.092,-0.67665885,0.10787315,8.825985,97557.06177,-669000.0,354000.0,-837000.0,41.1,11.53999996,-164.7657471,3.384092808,190.0,-4.100792408,-11.31760883,104.3131485,0,0
46:53.4,-0.079,0.032,0.088,-0.6668522,0.00980665,8.95347145,97561.65161,-697000.0,363000.0,-839000.0,41.1,11.63999939,-147.8435516,3.005608797,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.4,-0.066,0.027333333,0.094666667,-0.6668522,0.055571017,8.93385815,97561.60278,-691666.6667,363000.0,-843000.0,41.09666667,11.63999939,-147.8435516,3.005608797,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.5,-0.053,0.022666667,0.101333333,-0.6668522,0.101335383,8.91424485,97561.55396,-686333.3333,363000.0,-847000.0,41.09333333,11.63999939,-147.8435516,3.005608797,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.5,-0.04,0.018,0.108,-0.6668522,0.14709975,8.89463155,97561.50513,-681000.0,363000.0,-851000.0,41.09,11.73999977,-147.8435516,2.649388552,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.6,-0.0425,0.012,0.1135,-0.7453054,0.230456275,8.99269805,97563.41858,-699000.0,365000.0,-854500.0,41.09,11.73999977,-147.8435516,2.649388552,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.6,-0.045,0.006,0.119,-0.8237586,0.3138128,9.09076455,97565.33203,-717000.0,367000.0,-858000.0,41.09,11.73999977,-147.8435516,2.649388552,189.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.6,-0.0425,-0.002,0.1205,-0.784532,0.240262925,9.468320575,97564.37073,-711000.0,368000.0,-862500.0,41.09,11.85999966,-138.5997772,2.315432072,188.0,-5.611130238,-13.1061554,102.5905533,0,0
46:53.7,-0.04,-0.01,0.122,-0.7453054,0.16671305,9.8458766,97563.40942,-705000.0,369000.0,-867000.0,41.09,11.85999966,-138.5997772,2.315432072,188.0,-6.263440132,-13.47468758,100.7825317,0,0
46:53.7,-0.029666667,-0.010333333,0.123,-0.758380933,0.2157463,9.773961167,97564.34326,-705000.0,369000.0,-865666.6667,41.09,11.97999954,-138.5997772,1.992607355,187.0,-6.263440132,-13.47468758,100.7825317,0,0
46:53.8,-0.019333333,-0.010666667,0.124,-0.771456467,0.26477955,9.702045733,97565.2771,-705000.0,369000.0,-864333.3333,41.09,11.97999954,-138.5997772,1.992607355,187.0,-6.263440132,-13.47468758,100.7825317,0,0
46:53.8,-0.009,-0.011,0.125,-0.784532,0.3138128,9.6301303,97566.21094,-705000.0,369000.0,-863000.0,41.09,11.97999954,-138.5997772,1.992607355,187.0,-6.263440132,-13.47468758,100.7825317,0,0
46:53.8,-0.007333333,-0.017333333,0.126666667,-0.768187583,0.3334261,9.721659033,97567.56185,-716000.0,370000.0,-868666.6667,41.08666667,12.0449996,-134.1075897,1.84232688,186.5,-6.263440132,-13.47468758,100.7825317,0,0
46:53.9,-0.005666667,-0.023666667,0.128333333,-0.751843167,0.3530394,9.813187767,97568.91276,-727000.0,371000.0,-874333.3333,41.08333333,12.10999966,-129.6154022,1.692046404,186.0,-6.263440132,-13.47468758,100.7825317,0,0
46:53.9,-0.004,-0.03,0.13,-0.73549875,0.3726527,9.9047165,97570.26367,-738000.0,372000.0,-880000.0,41.08,12.25,-129.6154022,1.42488122,185.0,-6.263440132,-13.47468758,100.7825317,0,0
46:54.0,0.0035,-0.0345,0.1305,-0.720788775,0.230456275,10.14497942,97572.26257,-729500.0,372000.0,-884000.0,41.08,12.25,-129.6154022,1.42488122,185.0,-6.263440132,-13.47468758,100.7825317,0,0
46:54.0,0.011,-0.039,0.131,-0.7060788,0.08825985,10.38524235,97574.26147,-721000.0,372000.0,-888000.0,41.08,12.25,-129.6154022,1.42488122,185.0,-6.263440132,-13.47468758,100.7825317,0,0
46:54.0,0.015,-0.042,0.134,-0.693003267,0.134024217,10.50292215,97574.72127,-731666.6667,372000.0,-893333.3333,41.08,12.38999939,-126.0038376,1.157716036,185.0,-6.263440132,-13.47468758,100.7825317,0,0
46:54.1,0.019,-0.045,0.137,-0.679927733,0.179788583,10.62060195,97575.18107,-742333.3333,372000.0,-898666.6667,41.08,12.45999956,-126.0038376,1.04639718,184.5,-6.331636429,-13.19264746,99.0646057,0,0
46:54.1,0.023,-0.048,0.14,-0.6668522,0.22555295,10.73828175,97575.64087,-753000.0,372000.0,-904000.0,41.08,12.52999973,-126.0038376,0.935078323,184.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.2,0.0325,-0.0475,0.137,-0.671755525,0.2745862,10.8853815,97576.26038,-754500.0,372500.0,-906500.0,41.075,12.59999991,-123.7504006,0.829325408,184.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.2,0.042,-0.047,0.134,-0.67665885,0.32361945,11.03248125,97576.87988,-756000.0,373000.0,-909000.0,41.07,12.67000008,-121.4969635,0.723572493,184.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.2,0.045333333,-0.046333333,0.128666667,-0.634163367,0.4118793,10.98998577,97577.76489,-759333.3333,372333.3333,-918333.3333,41.07,12.67000008,-121.4969635,0.723572493,184.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.3,0.048666667,-0.045666667,0.123333333,-0.591667883,0.50013915,10.94749028,97578.6499,-762666.6667,371666.6667,-927666.6667,41.07,12.67000008,-121.4969635,0.723572493,184.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.3,0.052,-0.045,0.118,-0.5491724,0.588399,10.9049948,97579.53491,-766000.0,371000.0,-937000.0,41.07,12.79999924,-121.4969635,0.54546237,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.4,0.045,-0.0445,0.107,-0.588399,0.5687857,10.89028483,97581.68335,-749000.0,372000.0,-948000.0,41.07,12.79999924,-121.4969635,0.54546237,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.4,0.038,-0.044,0.096,-0.6276256,0.5491724,10.87557485,97583.83179,-732000.0,373000.0,-959000.0,41.07,12.79999924,-121.4969635,0.54546237,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.4,0.043333333,-0.043333333,0.093333333,-0.640701133,0.532827983,10.7677017,97583.07902,-762000.0,372333.3333,-961000.0,41.06666667,12.8649993,-120.2519417,0.46197322,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.5,0.048666667,-0.042666667,0.090666667,-0.653776667,0.516483567,10.65982855,97582.32626,-792000.0,371666.6667,-963000.0,41.06333333,12.92999935,-119.0069199,0.37848407,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.5,0.054,-0.042,0.088,-0.6668522,0.50013915,10.5519554,97581.57349,-822000.0,371000.0,-965000.0,41.06,12.92999935,-119.0069199,0.37848407,183.0,-6.399832726,-12.91060734,97.34667969,0,0
46:54.6,0.0765,-0.045,0.0795,-0.583495675,0.392266,10.8069283,97583.1543,-823500.0,369000.0,-965000.0,41.06,13.04999924,-119.0069199,0.256033331,182.0,-6.121278524,-11.83243752,95.53071595,0,0
46:54.6,0.099,-0.048,0.071,-0.50013915,0.28439285,11.0619012,97584.73511,-825000.0,367000.0,-965000.0,41.06,13.1149993,-119.5073128,0.194807976,182.0,-5.982001424,-11.2933526,94.62273407,0,0
46:54.6,0.084,-0.046666667,0.068666667,-0.526290217,0.3138128,11.03248125,97586.49292,-820333.3333,365333.3333,-965333.3333,41.06,13.17999935,-120.0077057,0.133582622,182.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.7,0.069,-0.045333333,0.066333333,-0.552441283,0.34323275,11.0030613,97588.25073,-815666.6667,363666.6667,-965666.6667,41.06,13.17999935,-120.0077057,0.133582622,182.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.7,0.054,-0.044,0.064,-0.57859235,0.3726527,10.97364135,97590.00854,-811000.0,362000.0,-966000.0,41.06,13.2399993,-120.0077057,0.08905508,181.5,-5.842724323,-10.75426769,93.7147522,0,0
46:54.8,0.072,-0.0455,0.06,-0.573689025,0.348136075,10.77750835,97589.76746,-321500.0,354500.0,-974500.0,41.055,13.29999924,-120.0077057,0.044527538,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.8,0.09,-0.047,0.056,-0.5687857,0.32361945,10.58137535,97589.52637,168000.0,347000.0,-983000.0,41.05,13.35499955,-118.730259,0.005565941,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.8,0.105666667,-0.047,0.057,-0.555710167,0.219015183,10.47677108,97589.59147,-168000.0,351000.0,-987666.6667,41.05,13.40999985,-117.4528122,-0.033395655,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.9,0.121333333,-0.047,0.058,-0.542634633,0.114410917,10.37216682,97589.65658,-504000.0,355000.0,-992333.3333,41.05,13.40999985,-117.4528122,-0.033395655,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:54.9,0.137,-0.047,0.059,-0.5295591,0.00980665,10.26756255,97589.72168,-840000.0,359000.0,-997000.0,41.05,13.46499968,-117.4528122,-0.061225366,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:55.0,0.155,-0.051666667,0.076333333,-0.5099458,0.04903325,10.45715778,97590.59855,-905666.6667,357666.6667,-999666.6667,41.05,13.5199995,-117.4528122,-0.089055076,181.0,-5.842724323,-10.75426769,93.7147522,0,0
46:55.0,0.173,-0.056333333,0.093666667,-0.4903325,0.08825985,10.64675302,97591.47542,-971333.3333,356333.3333,-1002333.333,41.05,13.61999989,-116.3864136,-0.133582622,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.0,0.191,-0.061,0.111,-0.4707192,0.12748645,10.83634825,97592.35229,-1037000.0,355000.0,-1005000.0,41.05,13.61999989,-116.3864136,-0.133582622,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.1,0.186,-0.0565,0.1285,-0.46091255,0.2353596,10.84125158,97592.45605,-887500.0,349500.0,-1016000.0,41.045,13.61999989,-116.3864136,-0.133582622,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.1,0.181,-0.052,0.146,-0.4511059,0.34323275,10.8461549,97592.55981,-738000.0,344000.0,-1027000.0,41.04,13.6699996,-116.3864136,-0.144714505,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.2,0.165,-0.053,0.145,-0.446202575,0.387362675,10.77260503,97595.29114,-992000.0,343000.0,-1034000.0,41.04,13.71999931,-116.3864136,-0.155846387,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.2,0.149,-0.054,0.144,-0.44129925,0.4314926,10.69905515,97598.02246,-1246000.0,342000.0,-1041000.0,41.04,13.71999931,-116.3864136,-0.155846387,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.2,0.145,-0.05275,0.13725,-0.436395925,0.448654238,10.7284751,97596.65069,-1021750.0,337000.0,-1037500.0,41.04,13.76499939,-114.5802498,-0.172544211,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.3,0.141,-0.0515,0.1305,-0.4314926,0.465815875,10.75789505,97595.27893,-797500.0,332000.0,-1034000.0,41.04,13.80999947,-112.774086,-0.189242035,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.3,0.137,-0.05025,0.12375,-0.426589275,0.482977513,10.787315,97593.90717,-573250.0,327000.0,-1030500.0,41.04,13.84999943,-112.774086,-0.189242035,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.4,0.133,-0.049,0.117,-0.42168595,0.50013915,10.81673495,97592.5354,-349000.0,322000.0,-1027000.0,41.04,13.88999939,-112.774086,-0.189242035,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.4,0.107,-0.045,0.101,-0.40207265,0.4511059,10.7480884,97597.38159,-577000.0,320000.0,-1029000.0,41.04,13.88999939,-112.774086,-0.189242035,180.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.4,0.0805,-0.045,0.0885,-0.38245935,0.485429175,10.8853815,97598.09876,-295500.0,314000.0,-1027000.0,41.035,13.94999981,-115.4247284,-0.2115058,179.0,-4.86339283,-7.413966179,91.53338623,0,0
46:55.5,0.054,-0.045,0.076,-0.36284605,0.51975245,11.0226746,97598.81592,-14000.0,308000.0,-1025000.0,41.03,13.94999981,-115.4247284,-0.2115058,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.5,0.06075,-0.0425,0.06775,-0.365297713,0.546720738,10.94667306,97599.09363,-107500.0,309750.0,-1036000.0,41.03,13.98499966,-115.4247284,-0.205939859,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.6,0.0675,-0.04,0.0595,-0.367749375,0.573689025,10.87067152,97599.37134,-201000.0,311500.0,-1047000.0,41.03,14.0199995,-115.4247284,-0.200373918,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.6,0.07425,-0.0375,0.05125,-0.370201038,0.600657313,10.79466999,97599.64905,-294500.0,313250.0,-1058000.0,41.03,14.06999969,-112.3683929,-0.189242035,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.6,0.081,-0.035,0.043,-0.3726527,0.6276256,10.71866845,97599.92676,-388000.0,315000.0,-1069000.0,41.03,14.06999969,-112.3683929,-0.189242035,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.7,0.1015,-0.0315,0.034,-0.318716125,0.57859235,10.5127288,97600.28687,38500.0,305500.0,-1063500.0,41.03,14.06999969,-112.3683929,-0.189242035,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.7,0.122,-0.028,0.025,-0.26477955,0.5295591,10.30678915,97600.64697,465000.0,296000.0,-1058000.0,41.03,14.11999989,-112.3683929,-0.16697827,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.8,0.139,-0.023,0.021,-0.299102825,0.514849125,10.54705208,97602.08435,-55000.0,299000.0,-1081500.0,41.025,14.11999989,-112.3683929,-0.16697827,179.0,-3.730705738,-2.762595654,87.7983551,0,0
46:55.8,0.156,-0.018,0.017,-0.3334261,0.50013915,10.787315,97603.52173,-575000.0,302000.0,-1105000.0,41.02,14.13333321,-112.1901194,-0.159557015,179.0,-3.607656201,-2.272758676,87.60619227,0,0
