time,field.airspeed,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.commanded.pitch,field.measured.pitch,field.commanded.roll,field.measured.roll,field.commanded.yaw,field.measured.yaw,fault_state
2018-07-18 19:57:05.600,18.14354197181111,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.640,18.20685704545556,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.680,18.2701721191,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.720,18.248327800171428,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.760,18.22648348124286,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.800,18.204639162314287,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.840,18.182794843385715,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.880,18.160950524457142,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.920,18.139106205528574,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:05.960,18.1172618866,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.000,18.01507238908182,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.040,17.912882891563637,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.080,17.810693394045455,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.120,17.708503896527272,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.160,17.60631439900909,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.200,17.50412490149091,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.240,17.40193540397273,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.280,17.299745906454547,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.320,17.197556408936364,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.360,17.095366911418182,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.400,16.9931774139,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.440,16.91320018765,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.480,16.8332229614,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.520,16.75324573515,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.560,16.6732685089,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.600,16.59329128265,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.640,16.5133140564,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.680,16.43333683015,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.720,16.3533596039,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.760,16.27338237765,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.800,16.1934051514,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.840,16.08792972568,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.880,15.98245429996,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.920,15.87697887424,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:06.960,15.77150344852,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.000,15.6660280228,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.040,15.56055259708,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.080,15.45507717136,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.120,15.34960174564,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.160,15.24412631992,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.200,15.1386508942,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.240,15.06546335956923,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.280,14.992275824938462,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.320,14.919088290307691,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.360,14.845900755676922,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.400,14.772713221046152,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.440,14.699525686415384,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.480,14.626338151784616,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.520,14.553150617153849,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.560,14.479963082523078,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.600,14.406775547892307,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.640,14.333588013261538,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.680,14.26040047863077,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.720,14.187212944,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.760,14.13860301969,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.800,14.08999309538,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.840,14.04138317107,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.880,13.99277324676,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.920,13.94416332245,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:07.960,13.89555339814,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.000,13.84694347383,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.040,13.79833354952,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.080,13.74972362521,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.120,13.7011137009,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.160,13.70280790332,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.200,13.70450210574,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.240,13.70619630816,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.280,13.70789051058,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.320,13.709584713,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.360,13.71127891542,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.400,13.71297311784,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.440,13.71466732026,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.480,13.71636152268,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.520,13.7180557251,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.560,13.672677357988889,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.600,13.627298990877778,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.640,13.581920623766669,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.680,13.536542256655556,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.720,13.491163889544444,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.760,13.445785522433331,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.800,13.400407155322222,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.840,13.355028788211111,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.880,13.3096504211,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.920,13.350257179918184,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:08.960,13.390863938736365,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:09.000,13.431470697554548,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:09.040,13.472077456372729,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:09.080,13.51268421519091,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:09.120,13.55329097400909,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
2018-07-18 19:57:09.160,13.593897732827273,0.528,-0.095,-0.085,-0.18632635,0.34323275,10.38524235,-39000.0,-260000.0,-410000.0,97013.37891,50.47,0.0699999985,-130.772686005,-181.3829269,12.0,-1.2400000095,-1.691939235,-30.55999947,6.437785149,-120.0,-95.81396484,0.0
