time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,fault_state,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed
34:34.6,0.326666667,0.126333333,0.066666667,-0.134024217,0.183057467,7.691682483,97589.87427,-141333.3333,279666.6667,-489333.3333,41.01,0,1.469999909,-25.31261444,-0.233769581,161,-4.612857819,-7.774505615,87.66104126,0
34:34.7,0.37,0.094,0.082,-0.10787315,0.20593965,7.71783355,97590.49683,-139000,277000,-492000,41.01,0,1.519999921,-24.82194901,-0.239335522,161,-4.612857819,-7.774505615,87.66104126,0
34:34.7,0.33,0.0915,0.0885,-0.093163175,0.2353596,7.791383425,97590.31067,-132500,270000,-498000,41.005,0,1.569999933,-24.33128357,-0.244901463,161,-4.612857819,-7.774505615,87.66104126,0
34:34.8,0.29,0.089,0.095,-0.0784532,0.26477955,7.8649333,97590.12451,-126000,263000,-504000,41,0,1.569999933,-24.33128357,-0.244901463,161,-4.612857819,-7.774505615,87.66104126,0
34:34.8,0.1905,0.065,0.1065,-0.0784532,0.26477955,7.987516425,97589.38904,-122500,255000,-506000,41,0,1.629999936,-24.33128357,-0.244901463,161.5,-4.612857819,-7.774505615,87.66104126,0
34:34.8,0.091,0.041,0.118,-0.0784532,0.26477955,8.11009955,97588.65356,-119000,247000,-508000,41,0,1.689999938,-24.33128357,-0.244901463,162,-4.612857819,-7.774505615,87.66104126,0
34:34.9,0.068666667,0.038333333,0.124666667,-0.101335383,0.300737267,8.270274833,97590.43579,-116000,243000,-512000,41,0,1.829999924,-24.44610596,-0.244901463,163,-4.612857819,-7.774505615,87.66104126,0
34:34.9,0.046333333,0.035666667,0.131333333,-0.124217567,0.336694983,8.430450117,97592.21801,-113000,239000,-516000,41,0,1.829999924,-24.44610596,-0.244901463,163,-4.612857819,-7.774505615,87.66104126,0
34:35.0,0.024,0.033,0.138,-0.14709975,0.3726527,8.5906254,97594.00024,-110000,235000,-520000,41,0,1.829999924,-24.44610596,-0.244901463,163,-4.612857819,-7.774505615,87.66104126,0
34:35.0,0.0215,0.041,0.13,-0.12748645,0.505042475,8.9436648,97595.03479,-107500,234000,-514000,41,0,1.909999967,-24.44610596,-0.244901463,163,-5.749234677,-4.755617559,86.34254837,0
34:35.0,0.019,0.049,0.122,-0.10787315,0.63743225,9.2967042,97596.06934,-105000,233000,-508000,41,0,1.99000001,-24.44610596,-0.244901463,163,-6.885611534,-1.736729503,85.02405548,0
34:35.1,-0.006666667,0.034666667,0.108666667,-0.114410917,0.650507783,9.299973083,97596.66341,-103333.3333,231666.6667,-510666.6667,41,0,2.069999934,-25.60520173,-0.239335522,163.5,-6.885611534,-1.736729503,85.02405548,0
34:35.1,-0.032333333,0.020333333,0.095333333,-0.120948683,0.663583317,9.303241967,97597.25749,-101666.6667,230333.3333,-513333.3333,41,0,2.199999929,-26.18474961,-0.230986603,164.25,-6.885611534,-1.736729503,85.02405548,0
34:35.2,-0.058,0.006,0.082,-0.12748645,0.67665885,9.30651085,97597.85156,-100000,229000,-516000,41,0,2.329999924,-26.76429749,-0.222637683,165,-6.885611534,-1.736729503,85.02405548,0
34:35.2,-0.056,0.01,0.059,-0.093163175,0.6668522,9.28689755,97597.95532,-98000,229500,-517000,40.995,0,2.329999924,-26.76429749,-0.222637683,165,-6.885611534,-1.736729503,85.02405548,0
34:35.2,-0.054,0.014,0.036,-0.0588399,0.65704555,9.26728425,97598.05908,-96000,230000,-518000,40.99,0,2.329999924,-26.76429749,-0.222637683,165,-6.885611534,-1.736729503,85.02405548,0
34:35.3,-0.048,0.003,0.024,-0.045764367,0.634163367,9.349006333,97600.46793,-95333.33333,229000,-516333.3333,40.99,0,2.329999924,-26.76429749,-0.222637683,165,-6.885611534,-1.736729503,85.02405548,0
34:35.3,-0.042,-0.008,0.012,-0.032688833,0.611281183,9.430728417,97602.87679,-94666.66667,228000,-514666.6667,40.99,0,2.50999999,-39.06669617,-0.200373918,165,-6.885611534,-1.736729503,85.02405548,0
34:35.4,-0.036,-0.019,2.33E-18,-0.0196133,0.588399,9.5124505,97605.28564,-94000,227000,-513000,40.99,0,2.50999999,-39.06669617,-0.200373918,165,-6.885611534,-1.736729503,85.02405548,0
34:35.4,-0.002,-0.036666667,-0.011,-0.013075533,0.555710167,9.721659033,97607.78605,-94666.66667,228666.6667,-512666.6667,40.99,0,2.50999999,-39.06669617,-0.200373918,165,-6.885611534,-1.736729503,85.02405548,0
34:35.4,0.032,-0.054333333,-0.022,-0.006537767,0.523021333,9.930867567,97610.28646,-95333.33333,230333.3333,-512333.3333,40.99,0,2.605000019,-39.06669617,-0.183676094,165.5,-7.079871655,-1.763604463,84.23977661,0
34:35.5,0.066,-0.072,-0.033,0,0.4903325,10.1400761,97612.78687,-96000,232000,-512000,40.99,0,2.700000048,-39.06669617,-0.16697827,166,-7.274131775,-1.790479422,83.45549774,0
34:35.5,0.064,-0.09,-0.038,0.0196133,0.44129925,10.40485565,97612.78687,-96000,232000,-512000,40.99,0,2.889999866,-39.06669617,-0.111318842,167,-7.274131775,-1.790479422,83.45549774,0
34:35.6,0.067333333,-0.077666667,-0.036333333,0.0392266,0.395534883,10.51926657,97613.78378,-97333.33333,230666.6667,-512000,40.98666667,0,2.984999895,-44.94409562,-0.089055077,167.5,-7.274131775,-1.790479422,83.45549774,0
34:35.6,0.070666667,-0.065333333,-0.034666667,0.0588399,0.349770517,10.63367748,97614.78068,-98666.66667,229333.3333,-512000,40.98333333,0,3.079999924,-50.82149506,-0.066791311,168,-7.274131775,-1.790479422,83.45549774,0
34:35.6,0.074,-0.053,-0.033,0.0784532,0.30400615,10.7480884,97615.77759,-100000,228000,-512000,40.98,0,3.079999924,-50.82149506,-0.066791311,168,-7.274131775,-1.790479422,83.45549774,0
34:35.7,0.075,-0.076,-0.018,0.091528733,0.310543917,10.7088618,97615.55379,-101333.3333,227666.6667,-514000,40.98,0,3.174999953,-50.82149506,-0.033395656,168.5,-7.274131775,-1.790479422,83.45549774,0
34:35.7,0.076,-0.099,-0.003,0.104604267,0.317081683,10.6696352,97615.33,-102666.6667,227333.3333,-516000,40.98,0,3.269999981,-50.82149506,0,169,-7.274131775,-1.790479422,83.45549774,0
34:35.8,0.077,-0.122,0.012,0.1176798,0.32361945,10.6304086,97615.1062,-104000,227000,-518000,40.98,0,3.36500001,-57.45277405,0.027829711,169,-7.274131775,-1.790479422,83.45549774,0
34:35.8,0.1015,-0.1285,0.031,0.14709975,0.289296175,11.14525773,97618.67371,-107500,225000,-518000,40.98,0,3.460000038,-64.08405304,0.055659421,169,-7.274131775,-1.790479422,83.45549774,0
34:35.8,0.126,-0.135,0.05,0.1765197,0.2549729,11.66010685,97622.24121,-111000,223000,-518000,40.98,0,3.460000038,-64.08405304,0.055659421,169,-7.274131775,-1.790479422,83.45549774,0
34:35.9,0.1225,-0.12675,0.0645,0.178971363,0.321167788,11.63313856,97622.9599,-112250,220750,-519750,40.9775,0,3.460000038,-64.08405304,0.055659421,169,-7.274131775,-1.790479422,83.45549774,0
34:35.9,0.119,-0.1185,0.079,0.181423025,0.387362675,11.60617028,97623.67859,-113500,218500,-521500,40.975,0,3.629999876,-81.85157776,0.111318842,170,-4.922671318,0.800799489,83.42992401,0
34:36.0,0.1155,-0.11025,0.0935,0.183874688,0.453557563,11.57920199,97624.39728,-114750,216250,-523250,40.9725,0,3.629999876,-81.85157776,0.111318842,170,-4.922671318,0.800799489,83.42992401,0
34:36.0,0.112,-0.102,0.108,0.18632635,0.51975245,11.5522337,97625.11597,-116000,214000,-525000,40.97,0,3.709999919,-81.85157776,0.144714497,170.5,-4.922671318,0.800799489,83.42992401,0
34:36.0,0.088,-0.086,0.109,0.1765197,0.5491724,11.5326204,97625.11597,-116000,214000,-525000,40.97,0,3.789999962,-81.85157776,0.178110152,171,-4.922671318,0.800799489,83.42992401,0
34:36.1,0.054,-0.0725,0.104,0.210842975,0.554075725,11.44436055,97625.03663,-117500,210500,-525500,40.97,0,3.859999895,-81.85157776,0.211505808,171.5,-4.922671318,0.800799489,83.42992401,0
34:36.1,0.02,-0.059,0.099,0.24516625,0.55897905,11.3561007,97624.95728,-119000,207000,-526000,40.97,0,3.929999828,-81.85157776,0.244901463,172,-4.922671318,0.800799489,83.42992401,0
34:36.2,0.040333333,-0.068666667,0.093,0.24516625,0.65704555,11.79413107,97627.15048,-119333.3333,206333.3333,-527333.3333,40.97,0,3.9733332,-85.73684692,0.267165233,172.3333333,-4.922671318,0.800799489,83.42992401,0
34:36.2,0.060666667,-0.078333333,0.087,0.24516625,0.75511205,12.23216143,97629.34367,-119666.6667,205666.6667,-528666.6667,40.97,0,4.016666571,-89.62211609,0.289429004,172.6666667,-4.922671318,0.800799489,83.42992401,0
34:36.2,0.081,-0.088,0.081,0.24516625,0.85317855,12.6701918,97631.53687,-120000,205000,-530000,40.97,0,4.059999943,-93.50738525,0.311692774,173,-4.922671318,0.800799489,83.42992401,0
34:36.3,0.072666667,-0.071666667,0.073333333,0.251704017,0.889136267,12.57866307,97632.35271,-120333.3333,203333.3333,-530333.3333,40.96666667,0,4.11500001,-93.50738525,0.345088422,173.5,-4.922671318,0.800799489,83.42992401,0
34:36.3,0.064333333,-0.055333333,0.065666667,0.258241783,0.925093983,12.48713433,97633.16854,-120666.6667,201666.6667,-530666.6667,40.96333333,0,4.170000076,-93.50738525,0.37848407,174,-4.922671318,0.800799489,83.42992401,0
34:36.4,0.056,-0.039,0.058,0.26477955,0.9610517,12.3956056,97633.98438,-121000,200000,-531000,40.96,0,4.170000076,-93.50738525,0.37848407,174,-2.836739779,3.58276844,80.80702209,0
34:36.4,0.102,-0.039666667,0.032666667,0.310543917,0.993740533,12.35311012,97634.45231,-121000,200000,-530666.6667,40.96,0,4.25,-103.2264709,0.456407279,175,-2.836739779,3.58276844,80.80702209,0
34:36.4,0.148,-0.040333333,0.007333333,0.356308283,1.026429367,12.31061463,97634.92025,-121000,200000,-530333.3333,40.96,0,4.25,-103.2264709,0.456407279,175,-2.836739779,3.58276844,80.80702209,0
34:36.5,0.194,-0.041,-0.018,0.40207265,1.0591182,12.26811915,97635.38818,-121000,200000,-530000,40.96,0,4.25,-103.2264709,0.456407279,175,-2.836739779,3.58276844,80.80702209,0
34:36.5,0.1865,-0.0615,-0.0345,0.3334261,1.014988275,12.08669613,97636.08704,-119000,195000,-531000,40.96,0,4.319999695,-111.4925385,0.534330487,176,-2.836739779,3.58276844,80.80702209,0
34:36.6,0.179,-0.082,-0.051,0.26477955,0.97085835,11.9052731,97636.78589,-117000,190000,-532000,40.96,0,4.319999695,-111.4925385,0.534330487,176,-2.836739779,3.58276844,80.80702209,0
34:36.6,0.086,-0.0735,-0.0655,0.250069575,1.04931155,11.81701325,97636.44715,-120000,185000,-533000,40.96,0,4.360000134,-111.4925385,0.601121783,177,-2.836739779,3.58276844,80.80702209,0
34:36.6,-0.007,-0.065,-0.08,0.2353596,1.12776475,11.7287534,97636.1084,-123000,180000,-534000,40.96,0,4.360000134,-111.4925385,0.601121783,177,-2.463642478,4.985508204,80.86678696,0
34:36.7,-0.013666667,-0.068666667,-0.1,0.219015183,1.085269267,11.59799807,97637.44303,-125333.3333,179000,-534666.6667,40.96,0,4.360000134,-111.4925385,0.601121783,177,-2.090545177,6.388247967,80.92655182,0
34:36.7,-0.020333333,-0.072333333,-0.12,0.202670767,1.042773783,11.46724273,97638.77767,-127666.6667,178000,-535333.3333,40.96,0,4.389999866,-111.4925385,0.679044962,178,-2.090545177,6.388247967,80.92655182,0
34:36.8,-0.027,-0.076,-0.14,0.18632635,1.0002783,11.3364874,97640.1123,-130000,177000,-536000,40.96,0,4.393333276,-113.9177323,0.701308727,178.3333333,-2.090545177,6.388247967,80.92655182,0
34:36.8,-0.0975,-0.0555,-0.157,0.10787315,0.926728425,10.787315,97640.1123,-130000,177000,-536000,40.96,0,4.396666685,-116.342926,0.723572493,178.6666667,-2.090545177,6.388247967,80.92655182,0
34:36.8,-0.168,-0.035,-0.174,0.02941995,0.85317855,10.2381426,97640.1123,-130000,177000,-536000,40.96,0,4.400000095,-118.7681198,0.745836258,179,-2.090545177,6.388247967,80.92655182,0
34:36.9,-0.127333333,-0.025,-0.180333333,0.026151067,0.748574283,9.868758783,97639.57926,-131333.3333,178000,-536000,40.95666667,0,4.404999971,-118.7681198,0.784797847,179.5,-2.090545177,6.388247967,80.92655182,0
34:36.9,-0.086666667,-0.015,-0.186666667,0.022882183,0.643970017,9.499374967,97639.04622,-132666.6667,179000,-536000,40.95333333,0,4.409999847,-118.7681198,0.823759437,180,-2.090545177,6.388247967,80.92655182,0
34:37.0,-0.046,-0.005,-0.193,0.0196133,0.53936575,9.12999115,97638.51318,-134000,180000,-536000,40.95,0,4.409999847,-118.7681198,0.823759437,180,-2.090545177,6.388247967,80.92655182,0
34:37.0,0.002,0.009,-0.192,0.044129925,0.51975245,8.79656505,97638.51318,-137000,182500,-534500,40.95,0,4.414999962,-119.2649842,0.857155085,180.5,-2.090545177,6.388247967,80.92655182,0
34:37.0,0.05,0.023,-0.191,0.06864655,0.50013915,8.46313895,97638.51318,-140000,185000,-533000,40.95,0,4.420000076,-119.7618485,0.890550733,181,-2.090545177,6.388247967,80.92655182,0
34:37.1,0.147333333,0.037666667,-0.188,0.08825985,0.483794733,8.09048625,97637.73803,-141666.6667,184000,-530666.6667,40.95,0,4.449999809,-119.7618485,0.957342088,182,-1.647366047,5.289615631,84.65869904,0
34:37.1,0.244666667,0.052333333,-0.185,0.10787315,0.467450317,7.71783355,97636.96289,-143333.3333,183000,-528333.3333,40.95,0,4.449999809,-119.7618485,0.957342088,182,-1.647366047,5.289615631,84.65869904,0
34:37.2,0.342,0.067,-0.182,0.12748645,0.4511059,7.34518085,97636.18774,-145000,182000,-526000,40.95,0,4.474999905,-119.9544907,0.985171765,182.5,-1.647366047,5.289615631,84.65869904,0
34:37.2,0.326666667,0.043,-0.168666667,0.130755333,0.424954833,7.524969433,97636.31185,-144666.6667,180666.6667,-530000,40.94666667,0,4.5,-120.1471329,1.013001442,183,-1.647366047,5.289615631,84.65869904,0
34:37.2,0.311333333,0.019,-0.155333333,0.134024217,0.398803767,7.704758017,97636.43595,-144333.3333,179333.3333,-534000,40.94333333,0,4.5,-120.1471329,1.013001442,183,-1.647366047,5.289615631,84.65869904,0
34:37.3,0.296,-0.005,-0.142,0.1372931,0.3726527,7.8845466,97636.56006,-144000,178000,-538000,40.94,0,4.579999924,-122.6713181,1.068660975,184,-1.647366047,5.289615631,84.65869904,0
34:37.3,0.188,-0.035,-0.114,0.161809725,0.416782625,8.311135875,97635.26001,-141500,168500,-543000,40.94,0,4.579999924,-122.6713181,1.068660975,184,-1.647366047,5.289615631,84.65869904,0
34:37.4,0.08,-0.065,-0.086,0.18632635,0.46091255,8.73772515,97633.95996,-139000,159000,-548000,40.94,0,4.579999924,-122.6713181,1.068660975,184,-1.647366047,5.289615631,84.65869904,0
34:37.4,-0.0165,-0.0445,-0.0725,0.196133,0.4118793,9.3751574,97635.72388,-138000,154000,-546500,40.94,0,4.629999876,-122.6713181,1.09092474,184.5,-1.647366047,5.289615631,84.65869904,0
34:37.4,-0.113,-0.024,-0.059,0.20593965,0.36284605,10.01258965,97637.48779,-137000,149000,-545000,40.94,0,4.679999828,-122.6713181,1.113188505,185,-1.647366047,5.289615631,84.65869904,0
34:37.5,-0.136333333,-0.030333333,-0.053,0.196133,0.330157217,9.872027667,97637.52441,-139333.3333,146000,-545333.3333,40.94,0,4.779999733,-122.6713181,1.146584153,186,-1.647366047,5.289615631,84.65869904,0
34:37.5,-0.159666667,-0.036666667,-0.047,0.18632635,0.297468383,9.731465683,97637.56104,-141666.6667,143000,-545666.6667,40.94,0,4.779999733,-122.6713181,1.146584153,186,-1.647366047,5.289615631,84.65869904,0
34:37.6,-0.183,-0.043,-0.041,0.1765197,0.26477955,9.5909037,97637.59766,-144000,140000,-546000,40.94,0,4.839999914,-126.1531792,1.146584153,186.5,-1.732051015,7.277569294,86.17113114,0
34:37.6,-0.2045,-0.05,-0.023,0.230456275,0.32361945,10.82163828,97639.45008,-146000,146000,-545500,40.935,0,4.900000095,-129.6350403,1.146584153,187,-1.816735983,9.265522957,87.68356323,0
34:37.6,-0.226,-0.057,-0.005,0.28439285,0.38245935,12.05237285,97641.30249,-148000,152000,-545000,40.93,0,4.900000095,-129.6350403,1.146584153,187,-1.816735983,9.265522957,87.68356323,0
34:37.7,-0.237,-0.071,0.016333333,0.261510667,0.457643667,12.1014061,97641.90063,-148666.6667,155666.6667,-545000,40.93,0,4.950000048,-129.6350403,1.152150095,187.5,-1.816735983,9.265522957,87.68356323,0
34:37.7,-0.248,-0.085,0.037666667,0.238628483,0.532827983,12.15043935,97642.49878,-149333.3333,159333.3333,-545000,40.93,0,5,-129.6350403,1.157716036,188,-1.816735983,9.265522957,87.68356323,0
34:37.8,-0.259,-0.099,0.059,0.2157463,0.6080123,12.1994726,97643.09692,-150000,163000,-545000,40.93,0,5.034999848,-130.0060273,1.146584154,188.5,-1.816735983,9.265522957,87.68356323,0
34:37.8,-0.2595,-0.1155,0.0535,0.269682875,0.760015375,12.6505785,97644.63806,-154500,168500,-544500,40.93,0,5.069999695,-130.3770142,1.135452271,189,-1.816735983,9.265522957,87.68356323,0
34:37.8,-0.26,-0.132,0.048,0.32361945,0.91201845,13.1016844,97646.1792,-159000,174000,-544000,40.93,0,5.069999695,-130.3770142,1.135452271,189,-1.816735983,9.265522957,87.68356323,0
34:37.9,-0.262333333,-0.124333333,0.041,0.356308283,1.0002783,13.27493522,97646.99097,-160333.3333,178000,-541666.6667,40.93,0,5.099999905,-130.3770142,1.124320388,189.5,-1.057847902,7.397343874,87.45010758,0
34:37.9,-0.264666667,-0.116666667,0.034,0.388997117,1.08853815,13.44818603,97647.80273,-161666.6667,182000,-539333.3333,40.93,0,5.130000114,-130.3770142,1.113188505,190,-0.298959821,5.529164791,87.21665192,0
34:38.0,-0.267,-0.109,0.027,0.42168595,1.176798,13.62143685,97648.6145,-163000,186000,-537000,40.93,0,5.13499999,-132.6384583,1.102056623,190.5,-0.298959821,5.529164791,87.21665192,0
34:38.0,-0.3685,-0.061,0.0055,0.4118793,1.044408225,13.49885373,97648.4314,-165500,192500,-532500,40.925,0,5.139999866,-134.8999023,1.09092474,191,-0.298959821,5.529164791,87.21665192,0
34:38.0,-0.47,-0.013,-0.016,0.40207265,0.91201845,13.3762706,97648.24829,-168000,199000,-528000,40.92,0,5.139999866,-134.8999023,1.09092474,191,-0.298959821,5.529164791,87.21665192,0
34:38.1,-0.4105,0.009,-0.029,0.3726527,0.789435325,12.67509513,97647.6532,-172500,203500,-523000,40.92,0,5.119999886,-132.79953,1.068660975,192,-0.298959821,5.529164791,87.21665192,0
34:38.1,-0.351,0.031,-0.042,0.34323275,0.6668522,11.97391965,97647.05811,-177000,208000,-518000,40.92,0,5.119999886,-132.79953,1.068660975,192,-0.298959821,5.529164791,87.21665192,0
34:38.2,-0.251333333,0.013,-0.045333333,0.36284605,0.702809917,12.10794387,97647.72339,-176666.6667,213666.6667,-515666.6667,40.92,0,5.089999915,-132.79953,1.063094974,192.5,-0.298959821,5.529164791,87.21665192,0
34:38.2,-0.151666667,-0.005,-0.048666667,0.38245935,0.738767633,12.24196808,97648.38868,-176333.3333,219333.3333,-513333.3333,40.92,0,5.059999943,-132.79953,1.057528973,193,-0.298959821,5.529164791,87.21665192,0
34:38.2,-0.052,-0.023,-0.052,0.40207265,0.77472535,12.3759923,97649.05396,-176000,225000,-511000,40.92,0,5.059999943,-132.79953,1.057528973,193,-0.298959821,5.529164791,87.21665192,0
34:38.3,-0.023,-0.0345,-0.0495,0.36284605,0.671755525,12.160246,97646.90552,-178000,228000,-511000,40.92,0,5.019999981,-130.9707642,1.063094974,193.5,0.140397117,2.544267729,87.29711533,0
34:38.3,0.006,-0.046,-0.047,0.32361945,0.5687857,11.9444997,97644.75708,-180000,231000,-511000,40.92,0,4.980000019,-129.1419983,1.068660975,194,0.579754055,-0.440629333,87.37757874,0
34:38.4,0.007,-0.0315,-0.0435,0.301554487,0.583495675,11.7483667,97646.10443,-180500,231250,-511000,40.9175,0,4.930000067,-129.1419983,1.079792858,194.5,0.579754055,-0.440629333,87.37757874,0
34:38.4,0.008,-0.017,-0.04,0.279489525,0.59820565,11.5522337,97647.45178,-181000,231500,-511000,40.915,0,4.880000114,-129.1419983,1.09092474,195,0.579754055,-0.440629333,87.37757874,0
34:38.4,0.009,-0.0025,-0.0365,0.257424563,0.612915625,11.3561007,97648.79913,-181500,231750,-511000,40.9125,0,4.880000114,-129.1419983,1.09092474,195,0.579754055,-0.440629333,87.37757874,0
34:38.5,0.01,0.012,-0.033,0.2353596,0.6276256,11.1599677,97650.14648,-182000,232000,-511000,40.91,0,4.839999993,-127.71403,1.098345995,195.6666667,0.579754055,-0.440629333,87.37757874,0
34:38.5,-0.0075,0.0255,-0.024,0.171616375,0.583495675,10.95893138,97648.43445,-183000,230500,-510500,40.91,0,4.799999873,-126.2860616,1.10576725,196.3333333,0.579754055,-0.440629333,87.37757874,0
34:38.6,-0.025,0.039,-0.015,0.10787315,0.53936575,10.75789505,97646.72241,-184000,229000,-510000,40.91,0,4.759999752,-124.8580933,1.113188505,197,0.579754055,-0.440629333,87.37757874,0
34:38.6,0.0525,0.0385,-0.026,0.083356525,0.4707192,10.86086488,97644.6106,-181500,230500,-512000,40.91,0,4.630000114,-124.8580933,1.157716036,198,0.579754055,-0.440629333,87.37757874,0
34:38.6,0.13,0.038,-0.037,0.0588399,0.40207265,10.9638347,97642.49878,-179000,232000,-514000,40.91,0,4.630000114,-124.8580933,1.157716036,198,0.612688541,-0.0162479,87.90617371,0
34:38.7,0.128666667,0.024333333,-0.025666667,0.0392266,0.375921583,10.7284751,97642.03288,-178666.6667,231000,-515333.3333,40.91,0,4.565000057,-124.8580933,1.179979802,198.5,0.612688541,-0.0162479,87.90617371,0
34:38.7,0.127333333,0.010666667,-0.014333333,0.0196133,0.349770517,10.4931155,97641.56697,-178333.3333,230000,-516666.6667,40.91,0,4.5,-124.8580933,1.202243567,199,0.612688541,-0.0162479,87.90617371,0
34:38.8,0.126,-0.003,-0.003,0,0.32361945,10.2577559,97641.10107,-178000,229000,-518000,40.91,0,4.5,-124.8580933,1.202243567,199,0.612688541,-0.0162479,87.90617371,0
34:38.8,0.169,-0.031,0.0045,-0.004903325,0.456009225,10.25285258,97637.9364,-176000,227000,-520500,40.91,0,4.430000067,-125.578785,1.224507332,199.5,0.612688541,-0.0162479,87.90617371,0
34:38.8,0.212,-0.059,0.012,-0.00980665,0.588399,10.24794925,97634.77173,-174000,225000,-523000,40.91,0,4.360000134,-126.2994766,1.246771097,200,0.612688541,-0.0162479,87.90617371,0
34:38.9,0.226,-0.0555,0.011,-0.04903325,0.524655775,10.4146623,97634.87549,-174000,221500,-524000,40.905,0,4.360000134,-126.2994766,1.246771097,200,0.612688541,-0.0162479,87.90617371,0
34:38.9,0.24,-0.052,0.01,-0.08825985,0.46091255,10.58137535,97634.97925,-174000,218000,-525000,40.9,0,4.230000019,-126.2994766,1.302430511,201,0.612688541,-0.0162479,87.90617371,0
34:39.0,0.18575,-0.0395,0.01175,-0.06864655,0.51975245,10.787315,97634.88465,-174000,215000,-526000,40.9,0,4.230000019,-126.2994766,1.302430511,201,0.612688541,-0.0162479,87.90617371,0
34:39.0,0.1315,-0.027,0.0135,-0.04903325,0.57859235,10.99325465,97634.79004,-174000,212000,-527000,40.9,0,4.159999848,-122.4140167,1.324694276,201.5,0.612688541,-0.0162479,87.90617371,0
34:39.0,0.07725,-0.0145,0.01525,-0.02941995,0.63743225,11.1991943,97634.69544,-174000,209000,-528000,40.9,0,4.089999676,-118.5285568,1.346958041,202,0.612688541,-0.0162479,87.90617371,0
34:39.1,0.023,-0.002,0.017,-0.00980665,0.69627215,11.40513395,97634.60083,-174000,206000,-529000,40.9,0,4.089999676,-118.5285568,1.346958041,202,0.969512403,4.567691326,87.69702911,0
34:39.1,-0.039,0.048,0.0035,-0.04903325,0.563882375,9.988073025,97634.0149,-174000,201500,-531000,40.9,0,3.939999819,-104.4883728,1.391485572,204,0.969512403,4.567691326,87.69702911,0
34:39.2,-0.101,0.098,-0.01,-0.08825985,0.4314926,8.5710121,97633.42896,-174000,197000,-533000,40.9,0,3.864999891,-104.4883728,1.413749338,204.5,0.969512403,4.567691326,87.69702911,0
34:39.2,-0.0915,0.0975,-0.0155,-0.12748645,0.357942725,8.07087295,97632.50733,-172000,197500,-531500,40.9,0,3.789999962,-104.4883728,1.436013103,205,0.969512403,4.567691326,87.69702911,0
34:39.2,-0.082,0.097,-0.021,-0.16671305,0.28439285,7.5707338,97631.58569,-170000,198000,-530000,40.9,0,3.789999962,-104.4883728,1.436013103,205,0.969512403,4.567691326,87.69702911,0
34:39.3,-0.081333333,0.074,-0.022,-0.153637517,0.248435133,7.4922806,97630.34871,-169000,199666.6667,-531333.3333,40.9,0,3.789999962,-104.4883728,1.436013103,205,0.969512403,4.567691326,87.69702911,0
34:39.3,-0.080666667,0.051,-0.023,-0.140561983,0.212477417,7.4138274,97629.11174,-168000,201333.3333,-532666.6667,40.9,0,3.71999991,-104.4883728,1.458276868,205.5,0.686836828,4.260286212,87.67231178,0
34:39.4,-0.08,0.028,-0.024,-0.12748645,0.1765197,7.3353742,97627.87476,-167000,203000,-534000,40.9,0,3.649999857,-104.4883728,1.480540633,206,0.404161252,3.952881098,87.64759445,0
34:39.4,-0.018666667,0.025333333,-0.019,-0.140561983,0.199401883,7.83551335,97627.22575,-166333.3333,204000,-532333.3333,40.89666667,0,3.529999971,-99.92465973,1.525068164,207,-0.161189899,3.338070869,87.59815979,0
34:39.4,0.042666667,0.022666667,-0.014,-0.153637517,0.222284067,8.3356525,97626.57674,-165666.6667,205000,-530666.6667,40.89333333,0,3.529999971,-99.92465973,1.525068164,207,-0.161189899,3.338070869,87.59815979,0
34:39.5,0.104,0.02,-0.009,-0.16671305,0.24516625,8.83579165,97625.92773,-165000,206000,-529000,40.89,0,3.484999895,-99.92465973,1.54733193,207.5,-0.161189899,3.338070869,87.59815979,0
34:39.5,0.111,0.018,-0.0095,-0.142196425,0.24516625,8.79656505,97623.94714,-163500,204000,-528500,40.89,0,3.439999819,-99.92465973,1.569595695,208,-0.161189899,3.338070869,87.59815979,0
34:39.6,0.118,0.016,-0.01,-0.1176798,0.24516625,8.75733845,97621.96655,-162000,202000,-528000,40.89,0,3.439999819,-99.92465973,1.569595695,208,-0.161189899,3.338070869,87.59815979,0
34:39.6,0.086,0.002333333,-0.004,-0.104604267,0.261510667,8.7671451,97621.82414,-161333.3333,200333.3333,-528666.6667,40.89,0,3.404999853,-96.03204727,1.586293519,208.5,-0.161189899,3.338070869,87.59815979,0
34:39.6,0.054,-0.011333333,0.002,-0.091528733,0.277855083,8.77695175,97621.68172,-160666.6667,198666.6667,-529333.3333,40.89,0,3.369999886,-92.13943481,1.602991343,209,-0.161189899,3.338070869,87.59815979,0
34:39.7,0.022,-0.025,0.008,-0.0784532,0.2941995,8.7867584,97621.53931,-160000,197000,-530000,40.89,0,3.369999886,-92.13943481,1.602991343,209,-0.161189899,3.338070869,87.59815979,0
34:39.7,0.0005,-0.041,0.0105,-0.04903325,0.30400615,9.017214675,97622.11914,-160000,194500,-532500,40.885,0,3.309999943,-92.13943481,1.636386991,211,-0.161189899,3.338070869,87.59815979,0
