time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
2018-09-11 19:19:23.960,-0.042,-0.061,0.014,0.26477955,0.4707192,10.6107953,97678.44849,-886000.0,342000.0,-1052000.0,40.17,20.87999916,-204.6403809,4.853501558,276.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.000,-0.0365,-0.0595,0.0055,0.2353596,0.42168595,10.6107953,97675.454715,-894000.0,343500.0,-1044000.0,40.17,20.89999962,-204.6403809,4.86463356,277.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.040,-0.031,-0.058,-0.003,0.20593965,0.3726527,10.6107953,97672.46094,-902000.0,345000.0,-1036000.0,40.17,20.89999962,-204.6403809,4.86463356,277.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.080,-0.0273333333333333,-0.059,-0.0053333333333333,0.1928641166666666,0.3726527,10.67944185,97673.29712,-896333.3333333334,345666.6666666667,-1041666.6666666666,40.17,20.91666603333333,-204.25605266666668,4.868344147999999,277.6666666666667,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.120,-0.0236666666666666,-0.06,-0.0076666666666666,0.1797885833333333,0.3726527,10.7480884,97674.1333,-890666.6666666666,346333.3333333333,-1047333.3333333334,40.17,20.933332446666668,-203.87172443333333,4.872054736,278.3333333333333,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.160,-0.02,-0.061,-0.01,0.16671305,0.3726527,10.81673495,97674.96948,-885000.0,347000.0,-1053000.0,40.17,20.94999886,-203.4873962,4.875765324,279.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.200,-0.0165,-0.0625,-0.0095,0.230456275,0.3138128,10.831444925,97675.53711,-901000.0,348500.0,-1051500.0,40.165,20.97999954,-203.4873962,4.898029327,280.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.240,-0.013,-0.064,-0.009,0.2941995,0.2549729,10.8461549,97676.10474,-917000.0,350000.0,-1050000.0,40.16,20.97999954,-203.4873962,4.898029327,280.0,-2.287623644,4.775810242,85.58886719,0.0,0.0
2018-09-11 19:19:24.280,-0.0096666666666666,-0.0616666666666666,-0.0053333333333333,0.2778550833333333,0.36284605,10.891919266666669,97676.88395333332,-517333.3333333333,346333.3333333333,-1051333.3333333333,40.16,21.01000023,-203.8980408,4.920292854,282.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.320,-0.0063333333333333,-0.0593333333333333,-0.0016666666666666,0.2615106666666666,0.4707192,10.937683633333332,97677.66316666668,-117666.66666666664,342666.6666666667,-1052666.6666666667,40.16,21.01000023,-203.8980408,4.920292854,282.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.360,-0.003,-0.057,0.002,0.24516625,0.57859235,10.983448,97678.44238,282000.0,339000.0,-1054000.0,40.16,21.019999505,-203.8980408,4.931424856,282.5,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.400,-0.013,-0.063,0.0015,0.22555295,0.485429175,11.037384575,97681.021115,2500.0,338000.0,-1050000.0,40.16,21.02999878,-203.8980408,4.942556858,283.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.440,-0.023,-0.069,0.001,0.20593965,0.392266,11.09132115,97683.59985,-277000.0,337000.0,-1046000.0,40.16,21.03333219,-203.36335246666667,4.953688621333333,283.6666666666667,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.480,-0.028,-0.0713333333333333,0.0043333333333333,0.2320907166666666,0.4936013833333333,11.1599677,97682.41780333332,-386000.0,340666.6666666667,-1049000.0,40.156666666666666,21.0366656,-202.8286641333333,4.964820384666667,284.3333333333333,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.520,-0.033,-0.0736666666666666,0.0076666666666666,0.2582417833333333,0.5949367666666666,11.22861425,97681.23575666666,-495000.0,344333.3333333333,-1052000.0,40.15333333333333,21.03999901,-202.2939758,4.975952148,285.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.560,-0.038,-0.076,0.011,0.28439285,0.69627215,11.2972608,97680.05371,-604000.0,348000.0,-1055000.0,40.15,21.034998895,-202.2939758,4.992650032,286.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.600,-0.053,-0.073,0.0065,0.2598762249999999,0.6080123,11.40513395,97680.05371,-604000.0,348000.0,-1055000.0,40.15,21.02999878,-202.2939758,5.009347916,287.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.640,-0.068,-0.07,0.002,0.2353596,0.51975245,11.5130071,97680.05371,-604000.0,348000.0,-1055000.0,40.15,21.02999878,-202.2939758,5.009347916,287.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.680,-0.052,-0.064,0.0056666666666666,0.2549729,0.5949367666666667,11.38552065,97679.81974333333,-595333.3333333334,349000.0,-1060000.0,40.15,21.02000046,-209.368515,5.031611919,288.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.720,-0.036,-0.058,0.0093333333333333,0.2745862,0.6701210833333333,11.2580342,97679.58577666666,-586666.6666666666,350000.0,-1065000.0,40.15,21.02000046,-209.368515,5.031611919,288.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.760,-0.02,-0.052,0.013,0.2941995,0.7453054,11.13054775,97679.35181,-578000.0,351000.0,-1070000.0,40.15,21.02000046,-209.368515,5.031611919,288.0,-0.858623505,4.305738449,85.35630798,0.0,0.0
2018-09-11 19:19:24.800,-0.0165,-0.0395,0.015,0.308909475,0.7649187,11.076611175,97679.78821,-675500.0,354000.0,-1066500.0,40.15,20.98999977,-209.368515,5.065007687,290.0,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:24.840,-0.013,-0.027,0.017,0.32361945,0.784532,11.0226746,97680.22461,-773000.0,357000.0,-1063000.0,40.15,20.98999977,-209.368515,5.065007687,290.0,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:24.880,-0.0063333333333333,-0.0209999999999999,0.014,0.3138128,0.7289609833333334,10.8265416,97679.44946333334,-835000.0,357000.0,-1060333.3333333333,40.15,20.97999954,-208.5825602,5.076139450333333,290.3333333333333,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:24.920,0.0003333333333333,-0.0149999999999999,0.011,0.30400615,0.6733899666666666,10.6304086,97678.67431666669,-897000.0,357000.0,-1057666.6666666667,40.15,20.96999931,-207.7966054,5.087271213666667,290.6666666666667,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:24.960,0.007,-0.009,0.008,0.2941995,0.61781895,10.4342756,97677.89917,-959000.0,357000.0,-1055000.0,40.15,20.95999908,-207.0106506,5.098402977,291.0,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:25.000,0.0116666666666666,0.0053333333333333,0.006,0.28439285,0.5851301166666667,10.3165958,97677.35392333334,-948000.0,354666.6666666667,-1047333.3333333334,40.15,20.934999465,-207.0106506,5.1262328625,292.0,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:25.040,0.0163333333333333,0.0196666666666666,0.004,0.2745862,0.5524412833333333,10.198916,97676.80867666668,-937000.0,352333.3333333333,-1039666.6666666666,40.15,20.90999985,-207.0106506,5.154062748,293.0,0.900053203,3.829231262,85.07061005,0.0,0.0
2018-09-11 19:19:25.080,0.021,0.034,0.002,0.26477955,0.51975245,10.0812362,97676.26343,-926000.0,350000.0,-1032000.0,40.15,20.884999275,-200.83293915,5.170760393,294.0,1.0062280595,3.913942814,84.91535568500001,0.0,0.0
2018-09-11 19:19:25.120,0.0125,0.024,-0.0005,0.220649625,0.416782625,9.909619825,97676.26343,-926000.0,350000.0,-1032000.0,40.15,20.8599987,-194.6552277,5.187458038,295.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.160,0.004,0.014,-0.003,0.1765197,0.3138128,9.73800345,97676.26343,-926000.0,350000.0,-1032000.0,40.15,20.8599987,-194.6552277,5.187458038,295.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.200,0.002,0.0245,-0.009,0.142196425,0.38245935,9.62032365,97675.03052,-917500.0,349500.0,-1033500.0,40.145,20.79999924,-194.6552277,5.243117809,296.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.240,0.0,0.035,-0.015,0.10787315,0.4511059,9.50264385,97673.79761,-909000.0,349000.0,-1035000.0,40.14,20.79999924,-194.6552277,5.243117809,296.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.280,-0.0026666666666666,0.0276666666666666,-0.0166666666666666,0.1046042666666666,0.4903325,9.42419065,97673.92781666666,-900000.0,349000.0,-1034666.6666666666,40.14,20.783332826666665,-194.0444336333333,5.261670907,296.6666666666667,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.320,-0.0053333333333333,0.0203333333333333,-0.0183333333333333,0.1013353833333333,0.5295591,9.34573745,97674.05802333332,-891000.0,349000.0,-1034333.3333333334,40.14,20.766666413333333,-193.43363956666667,5.280224005,297.3333333333333,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.360,-0.008,0.013,-0.02,0.0980665,0.5687857,9.26728425,97674.18823,-882000.0,349000.0,-1034000.0,40.14,20.75,-192.8228455,5.298777103,298.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.400,-0.017,0.013,-0.0225,0.14709975,0.5491724,9.036827975,97674.18823,-866500.0,344500.0,-1014000.0,40.14,20.70999908,-192.8228455,5.354436398,299.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.440,-0.026,0.013,-0.025,0.196133,0.5295591,8.8063717,97674.18823,-851000.0,340000.0,-994000.0,40.14,20.70999908,-192.8228455,5.354436398,299.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.480,-0.0106666666666666,0.011,-0.0253333333333333,0.1699819333333333,0.3693838166666666,8.822716116666667,97675.01627333333,-855333.3333333334,340666.6666666667,-1002000.0,40.14,20.68999958,-189.1051331,5.382266045,300.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.520,0.0046666666666666,0.009,-0.0256666666666666,0.1438308666666666,0.2092085333333333,8.839060533333333,97675.84431666668,-859666.6666666666,341333.3333333333,-1010000.0,40.14,20.67000008,-185.3874207,5.410095692,301.0,1.112402916,3.998654366,84.76010132,0.0,0.0
2018-09-11 19:19:25.560,0.02,0.007,-0.026,0.1176798,0.04903325,8.85540495,97676.67236,-864000.0,342000.0,-1018000.0,40.14,20.67000008,-185.3874207,5.410095692,301.0,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.600,0.032,0.0033333333333333,-0.02,0.0980665,0.10787315,9.074420133333334,97673.20353,-866333.3333333334,341333.3333333333,-1018000.0,40.13666666666667,20.654999735,-185.3874207,5.443491459,302.0,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.640,0.044,-0.0003333333333333,-0.014,0.0784532,0.16671305,9.293435316666669,97669.7347,-868666.6666666666,340666.6666666667,-1018000.0,40.13333333333333,20.63999939,-185.3874207,5.476887226,303.0,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.680,0.056,-0.004,-0.008,0.0588399,0.22555295,9.5124505,97666.26587,-871000.0,340000.0,-1018000.0,40.13,20.63666598,-183.8113149333333,5.495440324,303.3333333333333,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.720,0.0635,-0.0025,0.0034999999999999,0.0980665,0.2941995,9.60071035,97668.771365,-865000.0,343000.0,-1018500.0,40.13,20.63333257,-182.23520916666664,5.513993422,303.6666666666667,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.760,0.071,-0.001,0.015,0.1372931,0.36284605,9.6889702,97671.27686,-859000.0,346000.0,-1019000.0,40.13,20.62999916,-180.6591034,5.53254652,304.0,0.43352738,4.135084152,84.88576508,0.0,0.0
2018-09-11 19:19:25.800,0.0646666666666666,-0.0046666666666666,0.0193333333333333,0.16671305,0.3366949833333333,9.79684335,97670.24129666666,-861666.6666666666,344000.0,-1019333.3333333334,40.126666666666665,20.61999893,-180.6591034,5.588205814,306.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:25.840,0.0583333333333333,-0.0083333333333333,0.0236666666666666,0.196133,0.3105439166666666,9.9047165,97669.20573333334,-864333.3333333334,342000.0,-1019666.6666666666,40.123333333333335,20.61999893,-180.6591034,5.588205814,306.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:25.880,0.052,-0.012,0.028,0.22555295,0.28439285,10.01258965,97668.17017,-867000.0,340000.0,-1020000.0,40.12,20.61999893,-177.18811035,5.6160356995,306.5,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:25.920,0.0284999999999999,-0.008,0.026,0.161809725,0.3775560249999999,10.05181625,97669.49158,-865500.0,337500.0,-1025500.0,40.12,20.61999893,-173.7171173,5.643865585,307.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:25.960,0.005,-0.004,0.024,0.0980665,0.4707192,10.09104285,97670.81299,-864000.0,335000.0,-1031000.0,40.12,20.61999893,-173.7171173,5.643865585,307.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.000,-0.0124999999999999,-0.0025,0.0235,0.142196425,0.593302325,10.105752825,97671.051025,-874000.0,333000.0,-1022500.0,40.125,20.614998815,-173.7171173,5.671695232,308.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.040,-0.03,-0.001,0.023,0.18632635,0.71588545,10.1204628,97671.28906,-884000.0,331000.0,-1014000.0,40.13,20.6099987,-173.7171173,5.699524879,309.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.080,-0.0303333333333333,0.001,0.0186666666666666,0.2124774166666666,0.7028099166666667,10.117193916666666,97671.94010333333,-875333.3333333334,332666.6666666667,-1016666.6666666666,40.126666666666665,20.59000015,-62.48626709,5.74405241,311.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.120,-0.0306666666666666,0.003,0.0143333333333333,0.2386284833333333,0.6897343833333334,10.113925033333334,97672.59114666667,-866666.6666666666,334333.3333333333,-1019333.3333333334,40.123333333333335,20.59000015,-62.48626709,5.74405241,311.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.160,-0.031,0.005,0.01,0.26477955,0.67665885,10.11065615,97673.24219,-858000.0,336000.0,-1022000.0,40.12,20.59000015,-62.48626709,5.74405241,311.0,0.360031128,5.124715328,84.79103088,0.0,0.0
2018-09-11 19:19:26.200,-0.046,0.00125,0.007,0.2794895249999999,0.6594972125,10.3337574375,97671.8231225,-861750.0,335750.0,-1022000.0,40.12,20.57999992,-62.48626709,5.799711704,312.0,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.240,-0.061,-0.0024999999999999,0.004,0.2941994999999999,0.6423355749999999,10.556858725,97670.404055,-865500.0,335500.0,-1022000.0,40.12,20.57666651,-61.21260325,5.8145542143333335,312.6666666666667,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.280,-0.076,-0.0062499999999999,0.0009999999999999,0.308909475,0.6251739374999999,10.7799600125,97668.9849875,-869250.0,335250.0,-1022000.0,40.12,20.5733331,-59.93893941,5.829396724666666,313.3333333333333,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.320,-0.091,-0.01,-0.002,0.32361945,0.6080123,11.0030613,97667.56592,-873000.0,335000.0,-1022000.0,40.12,20.56999969,-58.66527557,5.844239235,314.0,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.360,-0.064,-0.007,-0.008,0.18632635,0.59820565,11.44436055,97667.56592,-873000.0,335000.0,-1022000.0,40.12,20.55499935,-58.66527557,5.8720691205,314.5,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.400,-0.037,-0.0046666666666666,-0.012,0.2320907166666666,0.5720545833333334,11.26784085,97668.60758666668,-867000.0,335666.6666666667,-1020000.0,40.11666666666667,20.549999236666665,-58.66527557,5.881345749,314.6666666666667,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.440,-0.01,-0.0023333333333333,-0.016,0.2778550833333333,0.5459035166666667,11.09132115,97669.64925333332,-861000.0,336333.3333333333,-1018000.0,40.11333333333333,20.544999123333334,-58.66527557,5.8906223775,314.8333333333333,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.480,0.017,-2.45e-18,-0.02,0.32361945,0.51975245,10.91480145,97670.69092,-855000.0,337000.0,-1016000.0,40.11,20.53999901,-58.66527557,5.899899006,315.0,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.520,0.0395,0.0064999999999999,-0.0209999999999999,0.2941994999999999,0.50013915,10.7088618,97670.74585,-860500.0,337000.0,-1023000.0,40.11,20.52499962,-57.01847076,5.9221627715,316.0,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.560,0.062,0.013,-0.022,0.26477955,0.48052585,10.50292215,97670.80078,-866000.0,337000.0,-1030000.0,40.11,20.51000023,-55.37166595,5.944426537,317.0,0.43267113,5.497252464,84.12776184,0.0,0.0
2018-09-11 19:19:26.600,0.0665,0.02,-0.0199999999999999,0.1863263499999999,0.4511058999999999,10.11065615,97669.10095,-864000.0,336000.0,-1028000.0,40.11,20.484999655,-55.37166595,5.972256184,318.0,0.327730507,5.585865259,84.161125185,0.0,0.0
2018-09-11 19:19:26.640,0.071,0.027,-0.018,0.10787315,0.42168595,9.71839015,97667.40112,-862000.0,335000.0,-1026000.0,40.11,20.45999908,-55.37166595,6.000085831,319.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.680,0.0856666666666666,0.0313333333333333,-0.02,0.10787315,0.4053415333333333,9.574559283333333,97667.73885,-865666.6666666666,333000.0,-1019000.0,40.11,20.40999985,-48.95095825,6.044613361,320.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.720,0.1003333333333333,0.0356666666666666,-0.022,0.10787315,0.3889971166666666,9.430728416666668,97668.07658,-869333.3333333334,331000.0,-1012000.0,40.11,20.40999985,-48.95095825,6.044613361,320.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.760,0.115,0.04,-0.024,0.10787315,0.3726527,9.28689755,97668.41431,-873000.0,329000.0,-1005000.0,40.11,20.40999985,-48.95095825,6.044613361,320.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.800,0.1005,0.031,-0.023,0.102969825,0.328522775,9.125087825,97666.744995,-843000.0,322500.0,-982500.0,40.11,20.3599987,-48.95095825,6.089140892,322.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.840,0.086,0.022,-0.022,0.0980665,0.28439285,8.9632781,97665.07568,-813000.0,316000.0,-960000.0,40.11,20.3599987,-48.95095825,6.089140892,322.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.880,0.078,0.0196666666666666,-0.0226666666666666,0.1144109166666666,0.3268883333333333,9.038462416666666,97665.95052,-817333.3333333334,315000.0,-968666.6666666666,40.11,20.334999085,-49.277591705,6.1114046575,322.5,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.920,0.0699999999999999,0.0173333333333333,-0.0233333333333333,0.1307553333333333,0.3693838166666666,9.113646733333333,97666.82536,-821666.6666666666,314000.0,-977333.3333333334,40.11,20.30999947,-49.60422516,6.133668423,323.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:26.960,0.062,0.015,-0.024,0.14709975,0.4118793,9.18883105,97667.7002,-826000.0,313000.0,-986000.0,40.11,20.30999947,-49.60422516,6.133668423,323.0,0.222789884,5.674478054,84.19448853,0.0,0.0
2018-09-11 19:19:27.000,0.0885,0.0204999999999999,-0.0245,0.122583125,0.387362675,9.360447425,97667.16614,-820000.0,312000.0,-995500.0,40.11,20.28999901,-49.60422516,6.178195953,325.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.040,0.115,0.026,-0.025,0.0980665,0.36284605,9.5320638,97666.63208,-814000.0,311000.0,-1005000.0,40.11,20.28999901,-49.60422516,6.178195953,325.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.080,0.096,0.02175,-0.025,0.0809048625,0.3726526999999999,9.4903855375,97666.760255,-809750.0,307750.0,-1004750.0,40.1075,20.279999735,-47.644615175,6.194893837,326.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.120,0.077,0.0174999999999999,-0.025,0.063743225,0.38245935,9.448707275,97666.88843,-805500.0,304500.0,-1004500.0,40.105,20.27000046,-45.68500519,6.211591721,327.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.160,0.0579999999999999,0.0132499999999999,-0.025,0.0465815875,0.392266,9.4070290125,97667.016605,-801250.0,301250.0,-1004250.0,40.1025,20.27000046,-45.68500519,6.211591721,327.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.200,0.039,0.009,-0.025,0.02941995,0.40207265,9.36535075,97667.14478,-797000.0,298000.0,-1004000.0,40.1,20.26000023,-45.68500519,6.228289366,327.5,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.240,0.033,0.008,-0.029,0.06864655,0.4314926,9.44380395,97667.14478,-797000.0,298000.0,-1004000.0,40.1,20.25,-45.68500519,6.244987011,328.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.280,0.0063333333333333,0.0026666666666666,-0.034,0.1111420333333333,0.4837947333333333,9.4536106,97666.36149333332,-803333.3333333334,296000.0,-1003000.0,40.1,20.25,-45.047950745,6.256119013,329.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.320,-0.0203333333333333,-0.0026666666666666,-0.039,0.1536375166666666,0.5360968666666667,9.46341725,97665.57820666669,-809666.6666666666,294000.0,-1002000.0,40.1,20.25,-44.4108963,6.267251015,330.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.360,-0.047,-0.008,-0.044,0.196133,0.588399,9.4732239,97664.79492,-816000.0,292000.0,-1001000.0,40.1,20.25,-44.4108963,6.267251015,330.0,-0.610004663,8.007038116,84.40081024,0.0,0.0
2018-09-11 19:19:27.400,-0.045,-0.011,-0.0503333333333333,0.1830574666666666,0.5557101666666666,9.613785883333334,97665.57820666669,-818666.6666666666,294000.0,-1001666.6666666666,40.1,20.25,-44.4108963,6.2728168965,330.5,-0.8842073675,8.6834921835,84.57358551,0.0,0.0
2018-09-11 19:19:27.440,-0.043,-0.014,-0.0566666666666666,0.1699819333333333,0.5230213333333333,9.754347866666668,97666.36149333332,-821333.3333333334,296000.0,-1002333.3333333334,40.1,20.25,-44.4108963,6.278382778,331.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.480,-0.041,-0.017,-0.063,0.1569064,0.4903325,9.89490985,97667.14478,-824000.0,298000.0,-1003000.0,40.1,20.255000115,-43.55764389,6.28394866,332.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.520,-0.0465,-0.014,-0.071,0.112776475,0.55897905,9.99297635,97667.07764,-834000.0,295000.0,-1018500.0,40.095,20.2575001725,-43.131017685,6.286731601,332.5,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.560,-0.052,-0.011,-0.079,0.06864655,0.6276256,10.09104285,97667.0105,-844000.0,292000.0,-1034000.0,40.09,20.26000023,-42.70439148,6.289514542,333.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.600,-0.0323333333333333,-0.0059999999999999,-0.0786666666666666,0.0915287333333333,0.59820565,10.055085133333332,97666.28011333334,-833333.3333333334,294666.6666666667,-1018666.6666666666,40.09,20.265000345,-42.70439148,6.289514542,334.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.640,-0.0126666666666666,-0.0009999999999999,-0.0783333333333333,0.1144109166666666,0.5687857,10.019127416666668,97665.54972666666,-822666.6666666666,297333.3333333333,-1003333.3333333334,40.09,20.27000046,-42.70439148,6.289514542,335.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.680,0.007,0.004,-0.078,0.1372931,0.53936575,9.9831697,97664.81934,-812000.0,300000.0,-988000.0,40.09,20.27499962,-42.5699234,6.289514542,335.5,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.720,0.0135,0.0075,-0.073,0.10787315,0.5540757249999999,10.002783,97664.81934,-812000.0,300000.0,-988000.0,40.09,20.27999878,-42.43545532,6.289514542,336.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.760,0.02,0.011,-0.068,0.0784532,0.5687857,10.0223963,97664.81934,-812000.0,300000.0,-988000.0,40.09,20.27999878,-42.43545532,6.289514542,336.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.800,-0.0053333333333333,0.0036666666666666,-0.0673333333333333,0.0588399,0.5197524499999999,10.074698433333332,97664.28426333332,-808333.3333333334,298666.6666666667,-994000.0,40.09,20.28999901,-42.43545532,6.278382778,338.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.840,-0.0306666666666666,-0.0036666666666666,-0.0666666666666666,0.0392266,0.4707191999999999,10.127000566666666,97663.74918666668,-804666.6666666666,297333.3333333333,-1000000.0,40.09,20.28999901,-40.668964385,6.2672510145,338.5,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.880,-0.056,-0.011,-0.066,0.0196133,0.42168595,10.1793027,97663.21411,-801000.0,296000.0,-1006000.0,40.09,20.28999901,-38.90247345,6.256119251,339.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.920,-0.073,0.0,-0.058,0.10787315,0.40207265,10.01258965,97663.21411,-801000.0,296000.0,-1006000.0,40.09,20.28999901,-38.90247345,6.256119251,339.0,-1.158410072,9.359946251,84.74636078,0.0,0.0
2018-09-11 19:19:27.960,-0.09,0.011,-0.05,0.196133,0.38245935,9.8458766,97663.21411,-801000.0,296000.0,-1006000.0,40.09,20.28999901,-38.90247345,6.256119251,339.0,-1.600533605,8.788228989,86.72280121,0.0,0.0
2018-09-11 19:19:28.000,-0.0699999999999999,-0.0003333333333333,-0.036,0.1994018833333333,0.392266,9.907985383333331,97663.55794333332,-808333.3333333334,298333.3333333333,-1001333.3333333334,40.09,20.29999924,-38.90247345,6.233855248,341.0,-1.600533605,8.788228989,86.72280121,0.0,0.0
